tracking_id	gene_id	gene_short_name	0_10_FPKM	0_12_FPKM	0_FPKM	10_25_FPKM	12_FPKM	21_25_FPKM	25_FPKM	3_FPKM	6_FPKM
	-	15S_RRNA,21S_RRNA,CDC65,EMT1,EMT2,EMT3,EMT4,EMT5,ETS1-1,ETS1-2,ETS2-1,ETS2-2,HRA1,HSX1,ICR1,IMT1,IMT2,IMT3,IMT4,ITS1-1,ITS1-2,ITS2-1,ITS2-2,LSR1,NME1,NTS1-2,NTS2-1,NTS2-2,PWR1,RDN18-1,RDN18-2,RDN25-1,RDN25-2,RDN37-1,RDN37-2,RDN5-1,RDN5-2,RDN5-3,RDN5-4,RDN5-5,RDN5-6,RDN58-1,RDN58-2,RNA170,RPM1,RPR1,RUF20,RUF21,RUF22,RUF23,RUF5-1,RUF5-2,SCR1,SNR10,SNR11,SNR128,SNR13,SNR14,SNR161,SNR17A,SNR17B,SNR18,SNR189,SNR19,SNR190,SNR191,SNR24,SNR3,SNR30,SNR31,SNR32,SNR33,SNR34,SNR35,SNR36,SNR37,SNR38,SNR39,SNR39B,SNR4,SNR40,SNR41,SNR42,SNR43,SNR44,SNR45,SNR46,SNR47,SNR48,SNR49,SNR5,SNR50,SNR51,SNR52,SNR53,SNR54,SNR55,SNR56,SNR57,SNR58,SNR59,SNR6,SNR60,SNR61,SNR62,SNR63,SNR64,SNR65,SNR66,SNR67,SNR68,SNR69,SNR7-L,SNR7-S,SNR70,SNR71,SNR72,SNR73,SNR74,SNR75,SNR76,SNR77,SNR78,SNR79,SNR8,SNR80,SNR81,SNR82,SNR83,SNR84,SNR85,SNR86,SNR87,SNR9,SOE1,SRG1,SUF1,SUF10,SUF11,SUF16,SUF17,SUF2,SUF20,SUF3,SUF4,SUF5,SUF6,SUF7,SUF8,SUF9,SUP11,SUP16,SUP17,SUP19,SUP2,SUP3,SUP4,SUP5,SUP51,SUP53,SUP54,SUP56,SUP6,SUP61,SUP7,SUP8,TLC1,TRN1,TRR4,TRT2	31943.8	33229.7	28220.1	33214.3	16002.5	24773.7	15687.1	20209.7	16685
HML	HML	HML	0	0	0	0	0	0	0.0174544	0.0168683	0
HMR	HMR	HMR	0	0	0	0	0	0	0	0	0
MATALPHA	MATALPHA	MATALPHA	0	0	0	0	0	0	0	0	0
Q0010	Q0010	Q0010	0	0	0	0	0	0	0	0	0
Q0017	Q0017	Q0017	0	0	0	0	0	0	0	0	0
Q0032	Q0032	Q0032	0	0	0	0	0	0	0	0	0
Q0045	Q0045	COX1	0.0914325	0	0.0428718	0.0858418	6.70794e-06	0.0383969	0.0434198	6.75333e-06	0
Q0050	Q0050	AI1	0.145404	0.226215	0	0.0783994	0.11148	0.233787	0.0265495	0.153947	0.0542308
Q0055	Q0055	AI2	0.0202443	0.0881864	0.0511067	0.152814	0.0434588	0.0455691	0.0517495	0.125029	0.0264263
Q0060	Q0060	AI3	0	0	0.0577883	0	0.098281	0	0	0	0
Q0065	Q0065	AI4	0.0430044	0.141927	0.000182527	0.0409899	0.139879	0	0.000176571	0	0
Q0070	Q0070	AI5_ALPHA	0	0	0	0	0	0	0	0.104858	0
Q0075	Q0075	AI5_BETA	0	0	0	0	0	0	0	0.0685698	0
Q0080	Q0080	ATP8	0	0	0	0	0	0	0	0	0
Q0085	Q0085	ATP6	0	0	0	0	0	0.0933913	0	0	0.108319
Q0092	Q0092	Q0092	0	0	0	0	0	0	0	0	0
Q0105	Q0105	COB	0.0501007	0.0545598	0	0.0630304	0.0537716	0.0959028	0	0.12377	0.130801
Q0110	Q0110	BI2	0	0	0	0	0	0	0	0	0
Q0115	Q0115	BI3	0	0	0	0	3.36409e-06	0	0	0.0437323	0
Q0120	Q0120	BI4	0	8.41366e-07	0	5.42571e-07	0	0.0408002	0	0	0
Q0130	Q0130	OLI1	1.04598	5.69552	1.32029	2.63187	0	3.5317	0	2.58401	0
Q0140	Q0140	VAR1	0	0	0	0.0605558	0	0	0	0	0
Q0142	Q0142	Q0142	0	0	0	0	0	0	0	0	0
Q0143	Q0143	Q0143	0	0	0	0	0	0	0	0	0
Q0144	Q0144	Q0144	0	0	0	0	0	0	0	0	0
Q0160	Q0160	SCEI	0.0948322	0.103276	0	0.357924	0.305369	0.106733	0	0.117138	0.123792
Q0182	Q0182	Q0182	0	0	0	0	0	0	0	0	0
Q0250	Q0250	COX2	0.0865862	0.188591	0	0	0.0929387	0.292355	0	0.106952	0
Q0255	Q0255	Q0255	0.0393384	0	0	0	0	0	0	0	0
Q0275	Q0275	COX3	0	0	0	0.198454	0.0846572	0	0.100808	0	0.102956
Q0297	Q0297	Q0297	4.23657	0	0	0	0	0	0	0	0
R0010W	R0010W	FLP1	573.016	450.237	558.909	394.067	452.934	478.756	445.018	446.934	433.999
R0020C	R0020C	REP1	632.074	563.948	671.592	568.895	528.395	555.167	550.474	590.061	543.857
R0030W	R0030W	RAF1	509.672	401.792	581.421	442.187	529.364	464.315	555.333	482.653	528.313
R0040C	R0040C	REP2	537.442	670.908	625.085	609.018	690.379	701.744	683.011	654.574	687.308
YAL001C	YAL001C	TFC3	14.8098	15.3505	14.7011	15.001	15.38	15.7495	14.6811	14.9983	14.994
YAL002W	YAL002W	VPS8	10.9558	10.81	12.063	10.4289	12.9639	11.365	11.8098	12.7665	12.4062
YAL003W	YAL003W	EFB1	3978	4807.01	3619.36	5181.78	4738.83	4595.88	4932.52	4396.08	4972.73
YAL004W	YAL004W	YAL004W	67.6337	47.3774	290.357	47.2651	217.541	47.0842	214.87	272.498	232.873
YAL005C	YAL005C	SSA1	36.8436	28.6319	155.117	38.1012	118.882	27.8911	122.9	153.488	130.817
YAL007C	YAL007C	ERP2	286.018	305.27	286.432	330.179	298.221	293.56	301.867	296.118	290.737
YAL008W	YAL008W	FUN14	62.8755	71.1225	80.2862	70.688	65.7914	69.3969	60.6223	66.5483	72.0749
YAL009W	YAL009W	SPO7	54.102	47.0809	64.8342	49.6919	49.9662	48.937	46.4533	53.913	47.8768
YAL010C	YAL010C	MDM10	24.8705	20.6496	24.0758	20.0911	25.7317	21.7618	22.3232	23.0056	23.1408
YAL011W	YAL011W	SWC3	21.1	24.72	19.75	26.2585	26.0805	24.6155	22.699	22.9948	23.891
YAL012W	YAL012W	CYS3	434.208	449.999	609.152	414.119	553.87	407.156	558.403	670.726	597.654
YAL013W	YAL013W	DEP1	61.7955	71.2501	61.283	56.8703	56.9187	62.123	59.403	60.7269	59.3156
YAL014C	YAL014C	SYN8	90.7608	106.778	95.6301	95.8476	89.6878	93.1846	95.5332	91.4876	97.5697
YAL015C	YAL015C	NTG1	38.1505	33.6558	43.3705	33.4469	33.3261	30.5156	34.7157	35.0911	36.0822
YAL016C-A	YAL016C-A	YAL016C-A	11.0141	10.1864	11.161	6.35666	4.58069	5.28323	8.07241	13.6516	8.79412
YAL016C-B	YAL016C-B	YAL016C-B	19.8618	16.8235	38.9989	27.7645	30.7941	14.9028	8.46204	27.2596	23.0464
YAL016W	YAL016W	TPD3	122.572	120.44	129.726	120.617	126.447	117.307	122.682	130.957	123.613
YAL017W	YAL017W	PSK1	9.05996	8.97821	12.4501	8.988	10.7727	9.16745	10.0159	10.8398	10.5037
YAL018C	YAL018C	YAL018C	0.555766	0.1345	0.389734	0.0776895	0.265129	0.278004	0.157854	0.305107	0.161219
YAL019W	YAL019W	FUN30	47.6617	47.7144	43.9445	48.0947	47.1886	50.289	50.9087	46.8316	49.1205
YAL019W-A	YAL019W-A	YAL019W-A	20.8994	27.9497	28.9334	23.9865	27.7533	25.1327	34.3832	32.1843	29.5763
YAL020C	YAL020C	ATS1	19.2237	24.3603	25.5136	24.7158	26.4227	26.4924	27.7124	28.7403	29.1239
YAL021C	YAL021C	CCR4	44.6307	53.2237	46.7503	41.8584	58.5876	52.4669	60.0854	55.8952	60.934
YAL022C	YAL022C	FUN26	50.2391	54.3266	56.4432	48.4175	56.9272	52.9971	56.8364	58.7324	57.3085
YAL023C	YAL023C	PMT2	176.312	239.95	189.364	212.751	233.335	238.654	232.473	232.401	232.229
YAL024C	YAL024C	LTE1	8.52511	7.96508	9.54074	7.03304	9.12556	8.44143	9.48212	9.23563	9.03052
YAL025C	YAL025C	MAK16	336.904	376.918	269.847	413.457	330.854	369.503	331.775	315.528	326.578
YAL026C	YAL026C	DRS2	24.4454	23.4538	20.9961	25.2335	25.4386	24.9572	24.3187	24.0844	23.8665
YAL026C-A	YAL026C-A	YAL026C-A	41.2102	29.0032	31.2679	51.0177	43.1975	34.1029	37.0261	45.341	39.7106
YAL027W	YAL027W	SAW1	34.8202	34.8796	40.7386	35.7482	39.1378	37.6184	36.4227	41.083	38.0567
YAL028W	YAL028W	FRT2	4.66558	5.83371	4.8422	4.95666	5.34173	4.47312	4.37304	4.1835	4.64672
YAL029C	YAL029C	MYO4	31.036	34.1082	35.4369	35.2486	38.319	33.4236	39.03	39.6256	37.6104
YAL030W	YAL030W	SNC1	209.34	193.091	223.804	170.392	166.821	150.29	163.782	215.483	179.695
YAL031C	YAL031C	GIP4	19.2427	20.0797	18.3983	16.4286	19.1492	20.1567	20.1871	18.7141	19.0569
YAL031W-A	YAL031W-A	YAL031W-A	16.3752	17.8331	18.4351	20.6015	9.50083	17.9319	16.97	19.6802	16.754
YAL032C	YAL032C	PRP45	43.813	40.3733	38.158	35.0769	36.8875	36.3224	35.5052	35.6374	39.3283
YAL033W	YAL033W	POP5	85.6698	90.0238	82.7157	103.053	97.9241	87.2858	95.6664	82.8	100.452
YAL034C	YAL034C	FUN19	24.1743	22.8164	20.6916	19.9861	25.0583	23.3211	23.306	21.6702	22.8411
YAL034C-B	YAL034C-B	YAL034C-B	10.467	6.90843	7.20657	7.98088	3.06407	6.06873	2.83781	3.1343	4.96852
YAL034W-A	YAL034W-A	MTW1	22.9649	20.7111	24.2772	25.0097	27.1918	20.5966	23.8487	28.9871	29.0412
YAL035W	YAL035W	FUN12	306.783	313.388	223.216	292.323	253.937	288.457	250.699	248.637	257.689
YAL036C	YAL036C	RBG1	238.4	271.116	252.111	275.173	302.436	261.132	304.37	277.141	304.936
YAL037C-A	YAL037C-A	YAL037C-A	256.394	199.444	92.4673	506.892	0	41.2241	46.8152	45.2431	0
YAL037C-B	YAL037C-B	YAL037C-B	1510.41	7677.44	1461.62	7084.19	5944.81	6793.42	6370.13	4225.95	5939.22
YAL037W	YAL037W	YAL037W	16.2505	16.4829	13.6749	17.2377	11.4575	17.7518	10.3852	10.0364	11.4385
YAL038W	YAL038W	CDC19	555.908	2765.85	490.132	2308.47	2029.1	2390.38	2193.27	1425.1	2058.89
YAL039C	YAL039C	CYC3	60.3361	66.9965	115.086	90.6933	111.324	72.9674	123.59	107.749	115.62
YAL040C	YAL040C	CLN3	25.9945	45.4227	32.3805	49.3873	67.5705	55.1923	72.8398	47.6836	64.5005
YAL041W	YAL041W	CDC24	40.3061	36.906	37.2312	35.5293	41.0685	37.9818	40.2094	38.1839	40.1416
YAL042C-A	YAL042C-A	YAL042C-A	0.27519	0.896922	0.347495	0.345074	0	0.310084	0	0	0
YAL042W	YAL042W	ERV46	282.931	323.029	306.567	298.125	297.104	306.893	298.486	316.851	309.809
YAL043C	YAL043C	PTA1	37.3673	40.2593	38.4844	32.6624	34.9165	38.4602	39.1103	37.5776	41.1026
YAL044C	YAL044C	GCV3	777.862	575.414	297.351	502.642	362.097	519.122	367.122	395.679	384.639
YAL044W-A	YAL044W-A	YAL044W-A	338.947	254.994	399.156	239.71	213.962	206.619	235.11	263.422	213.335
YAL045C	YAL045C	YAL045C	1.32772	0.965787	2.80106	2.24042	1.42513	0.996219	1.13133	1.09663	0
YAL046C	YAL046C	AIM1	136.279	136.215	165.736	159.317	138.262	146.727	137.597	167.181	138.905
YAL047C	YAL047C	SPC72	19.3482	17.5069	17.9726	14.5545	18.4567	17.4791	16.8044	18.8286	17.7622
YAL047W-A	YAL047W-A	YAL047W-A	7.8671	6.11967	6.62021	4.71312	8.84639	5.48125	7.66112	6.01563	8.31346
YAL048C	YAL048C	GEM1	15.6376	14.522	14.9054	11.9928	13.8532	13.3205	14.2715	12.8331	13.6669
YAL049C	YAL049C	AIM2	108.586	106.041	149.983	109.513	119.132	96.7679	121.041	133.357	133.032
YAL051W	YAL051W	OAF1	17.1677	16.9966	17.2581	15.8921	20.0152	16.8885	17.7038	19.037	20.2246
YAL053W	YAL053W	FLC2	70.8045	62.3266	90.4409	53.9175	79.1758	61.0069	80.9987	76.4921	81.8248
YAL054C	YAL054C	ACS1	6.95489	7.65469	9.02791	8.25345	7.72986	8.35504	9.04691	8.25568	9.27195
YAL055W	YAL055W	PEX22	37.7847	40.5347	52.855	38.6679	43.7348	38.7179	45.9514	53.8124	43.9862
YAL056C-A	YAL056C-A	YAL056C-A	53.3688	65.5176	57.1583	62.6667	73.8408	64.0703	58.0395	67.7819	67.5555
YAL056W	YAL056W	GPB2	34.8626	39.7379	28.4466	36.8832	27.3448	37.6935	28.579	28.5149	29.4696
YAL058W	YAL058W	CNE1	23.5868	29.2367	30.7897	27.5548	30.2435	27.8245	33.1248	27.6121	29.7379
YAL059C-A	YAL059C-A	YAL059C-A	0.218547	0	0	0	0	0	0	0	0
YAL059W	YAL059W	ECM1	295.342	353.227	225.787	418.29	290.003	352.684	277.357	248.771	267.493
YAL060W	YAL060W	BDH1	84.2626	74.3593	61.1609	94.8747	107.383	83.0532	104.532	85.6524	110.061
YAL061W	YAL061W	BDH2	21.7131	14.2274	17.0076	14.8326	15.9283	17.5215	15.5343	14.6753	15.6277
YAL062W	YAL062W	GDH3	12.4188	11.1221	10.7771	11.8722	10.7429	11.3105	13.9411	11.3031	12.1052
YAL063C	YAL063C	FLO9	4.39246	3.76047	5.35212	3.86509	3.76087	3.00049	3.5697	3.07347	3.86122
YAL063C-A	YAL063C-A	YAL063C-A	6.76126	2.83202	5.25197	1.96299	14.5146	12.878	12.6303	6.42431	10.8628
YAL064C-A	YAL064C-A	YAL064C-A	13.4846	6.75518	17.7019	6.78595	9.55277	6.9813	8.61757	12.992	10.9136
YAL064W	YAL064W	YAL064W	3.3072	4.20193	4.17454	2.08038	2.36656	1.86111	3.52254	2.7234	0.719526
YAL064W-B	YAL064W-B	YAL064W-B	3.77568	3.23074	8.85094	1.35719	4.34217	3.94595	3.10233	5.66316	4.22461
YAL065C	YAL065C	YAL065C	1.56564	1.13669	5.26998	1.64144	1.96059	2.34948	3.33517	2.57854	2.38439
YAL066W	YAL066W	YAL066W	0	0	1.11728	0	0.475042	0	0	0	0
YAL067C	YAL067C	SEO1	1.51446	1.15451	2.52336	2.70557	2.99104	2.45449	3.25195	2.02033	3.00496
YAL067W-A	YAL067W-A	YAL067W-A	0	0	0	0	2.34377	1.22879	1.39545	1.34859	0
YAL068C	YAL068C	PAU8	0	0	0	0	0	0	0	0	0
YAL068W-A	YAL068W-A	YAL068W-A	0	0	0	0	0	0	0	0	0
YAL069W	YAL069W	YAL069W	0.842102	0.458539	0.531475	0	0	0	0.538161	1.56026	2.19853
YAR002C-A	YAR002C-A	ERP1	415.694	509.549	429.058	517.971	481.743	487.441	435.929	460.518	457.672
YAR002W	YAR002W	NUP60	84.9936	79.2907	78.1835	76.609	84.4541	82.1348	84.8186	84.4302	89.5788
YAR003W	YAR003W	SWD1	48.4174	53.2115	40.0526	48.1838	50.35	55.0926	46.8526	43.0317	47.3879
YAR007C	YAR007C	RFA1	38.91	45.8194	62.836	43.3444	59.7608	49.8454	60.7961	64.1895	63.2183
YAR008W	YAR008W	SEN34	52.5446	52.8019	63.1343	60.1315	62.0725	59.828	59.4251	54.5911	56.3924
YAR009C	YAR009C	YAR009C	1.18539	0.84525	0.872821	0.905449	1.86309	1.03237	1.17239	1.13302	1.84212
YAR010C	YAR010C	YAR010C	0	0	0	0	0	0	0	0	0
YAR014C	YAR014C	BUD14	71.0245	65.9972	56.1025	63.2232	60.4928	68.765	57.6012	63.4222	60.4488
YAR015W	YAR015W	ADE1	1531.93	855.906	760.907	714.702	432.243	797.751	402.322	688.366	510.969
YAR018C	YAR018C	KIN3	47.5364	35.1254	34.0455	33.0072	26.9525	32.4031	26.5055	30.4283	24.8099
YAR019C	YAR019C	CDC15	9.34499	9.0101	9.84461	7.61946	9.49709	9.23262	11.1359	8.6356	10.0434
YAR019W-A	YAR019W-A	YAR019W-A	3.6643	1.99527	1.38759	1.48371	2.86946	3.71171	0.468347	4.07357	2.39165
YAR020C	YAR020C	PAU7	73.7107	73.2932	60.6795	44.3515	51.5991	21.6419	69.6352	51.4622	29.2845
YAR023C	YAR023C	YAR023C	14.2247	13.0126	20.828	9.66381	14.8102	14.4087	14.9085	14.9349	15.7833
YAR027W	YAR027W	UIP3	61.641	77.3534	80.56	76.4763	72.5761	73.859	64.4829	71.6885	68.8285
YAR028W	YAR028W	YAR028W	45.6966	59.1157	58.8852	49.2091	42.4957	60.3429	40.2383	47.725	41.5942
YAR029W	YAR029W	YAR029W	78.7022	96.8889	71.9873	101.885	73.4576	77.0247	59.7722	67.6272	38.7123
YAR030C	YAR030C	YAR030C	31.277	41.1736	22.9937	42.3763	23.242	34.4283	20.6471	21.6519	22.4332
YAR031W	YAR031W	PRM9	9.65571	9.6892	11.7527	12.842	11.6226	12.6528	10.3138	12.6936	11.7941
YAR033W	YAR033W	MST28	10.6848	13.6101	12.8849	13.8026	13.1071	12.3477	13.047	11.784	9.83815
YAR035C-A	YAR035C-A	YAR035C-A	0	0	0	0	0	0	0	90.284	95.4126
YAR035W	YAR035W	YAT1	1.59321	2.18282	2.85439	2.23071	3.36503	3.29707	3.97415	2.66627	3.32089
YAR042W	YAR042W	SWH1	23.1379	26.2195	37.6736	20.9382	35.0564	26.2494	36.9849	37.7968	34.7121
YAR047C	YAR047C	YAR047C	4.41439	5.24446	8.61142	5.55371	6.0305	5.87168	4.10341	5.45271	8.90562
YAR050W	YAR050W	FLO1	1.74495	2.04195	2.24362	1.67717	1.91951	1.89073	1.87012	1.94119	1.82509
YAR053W	YAR053W	YAR053W	11.3121	7.49871	18.6246	12.9942	31.675	21.5885	21.3734	16.403	26.9652
YAR060C	YAR060C	YAR060C	0	0	0	0	0	0	0	0	0
YAR061W	YAR061W	YAR061W	0	0	0	0	0	0	0	0	0
YAR062W	YAR062W	YAR062W	0	0	0	0	0	0	0	0	0
YAR064W	YAR064W	YAR064W	6.22261	5.73408	8.45874	4.21541	5.65158	5.92602	8.56514	8.86876	8.12288
YAR066W	YAR066W	YAR066W	0.585725	1.27575	1.33081	0.147379	0.754437	0.263691	1.04809	0.578797	1.37627
YAR068W	YAR068W	YAR068W	0.677936	0.553722	0.641798	0.63968	0.363837	0.572257	1.29974	1.04675	0.663724
YAR069C	YAR069C	YAR069C	0	0	0	0	0	0	0	0	0
YAR070C	YAR070C	YAR070C	0	0	0	0.602202	0	0	0	0	0
YAR071W	YAR071W	PHO11	3.34573	4.38102	2.01104	7.51651	6.66936	6.18631	6.82172	5.31347	6.23922
YAR073W	YAR073W	IMD1	0.521584	1.01007	0.119704	1.49137	1.06559	0.691753	1.03029	0.878547	0.433279
YAR075W	YAR075W	YAR075W	0.708065	1.62697	0.670321	0.890812	0.391995	0.206761	0.905004	0.437306	1.38644
YBL001C	YBL001C	ECM15	759.997	609.398	821.661	643.612	671.134	587.621	631.262	649.07	670.551
YBL002W	YBL002W	HTB2	1013.12	2902.17	884.053	2317.56	2237.65	2335.39	2256.22	1847.01	2177.32
YBL003C	YBL003C	HTA2	308.694	2818.83	363.366	2156.05	1806.87	2079.9	2173.8	1407.19	1941.9
YBL004W	YBL004W	UTP20	26.3873	25.6041	25.6977	31.3056	28.8731	29.0777	27.5487	28.3595	28.2645
YBL005W	YBL005W	PDR3	28.2537	23.8595	25.3981	28.4234	29.4988	27.0254	29.1675	24.8106	29.2859
YBL005W-A	YBL005W-A	YBL005W-A	0.0150292	0.000665002	0.56246	0	0.000491776	0	0.000194402	0.000368143	0.362491
YBL005W-B	YBL005W-B	YBL005W-B	7.66866	4.58332	4.85473	3.92969	4.00083	4.28019	4.07668	4.14955	3.7879
YBL006C	YBL006C	LDB7	113.636	128.126	117.989	120.261	114.558	120.121	125.67	117.203	115.763
YBL006W-A	YBL006W-A	YBL006W-A	1531.02	1702.31	1348.43	1523.6	1653.92	1806.26	1822.31	1173.6	1568.01
YBL007C	YBL007C	SLA1	59.4512	60.3662	62.4161	47.6496	57.5072	56.7195	58.6856	61.1457	61.9686
YBL008W	YBL008W	HIR1	20.0337	18.5852	20.5527	19.6811	24.4901	21.5038	23.1295	22.3019	23.2728
YBL008W-A	YBL008W-A	YBL008W-A	0.924478	0	0	0	0	1.04049	0	2.28386	0
YBL009W	YBL009W	ALK2	38.7969	36.6671	42.3013	37.7843	44.9006	38.6011	44.0037	47.5994	45.3174
YBL010C	YBL010C	YBL010C	33.285	40.1584	39.0874	33.03	38.4567	43.5231	39.8659	35.0162	41.3015
YBL011W	YBL011W	SCT1	44.7113	53.0047	44.7254	57.4053	61.557	57.3961	62.1497	56.1923	63.1413
YBL012C	YBL012C	YBL012C	3.13693	4.73016	4.56879	4.59851	4.68003	7.06116	6.47676	5.69001	3.49162
YBL013W	YBL013W	FMT1	3.19594	4.57139	3.67284	2.58051	3.53282	4.50967	4.63356	3.24063	4.67007
YBL014C	YBL014C	RRN6	28.7819	28.0925	28.8161	28.7937	27.7504	29.7267	27.2087	27.1279	28.5432
YBL015W	YBL015W	ACH1	23.3254	24.8729	27.1644	29.1709	26.1917	31.3701	26.2195	26.5824	25.4191
YBL016W	YBL016W	FUS3	93.6979	164.83	54.354	146.685	121.44	175.237	119.189	105.484	122.893
YBL017C	YBL017C	PEP1	30.3154	36.0899	27.652	36.2306	34.9599	37.8198	33.0368	32.7213	33.6585
YBL018C	YBL018C	POP8	190.146	191.309	176.964	211.596	175.088	183.59	189.368	210.132	210.729
YBL019W	YBL019W	APN2	14.5956	14.2099	15.1383	14.1591	15.4399	14.8834	14.7893	13.9885	15.4718
YBL020W	YBL020W	RFT1	54.8353	69.3682	46.2103	70.5298	62.771	72.3621	62.8976	55.7393	60.4234
YBL021C	YBL021C	HAP3	68.8977	66.2444	77.3037	81.734	66.4017	71.4891	82.5073	75.3919	77.5139
YBL022C	YBL022C	PIM1	39.8902	37.8264	60.8409	42.2319	51.9929	40.1692	55.5889	57.3774	54.4326
YBL023C	YBL023C	MCM2	24.485	26.535	19.533	27.7265	23.634	28.5202	22.804	21.6205	23.0045
YBL024W	YBL024W	NCL1	179.514	209.417	128.942	224.059	186.587	205.557	185.119	170.322	182.56
YBL025W	YBL025W	RRN10	51.6747	54.0512	52.8518	52.4205	55.9044	50.1136	43.5965	41.3756	47.192
YBL026W	YBL026W	LSM2	777.214	796.864	747.945	680.156	710.709	694.615	639.68	728.615	700.83
YBL027W	YBL027W	RPL19B	7409.4	7367.12	5338.18	7985.7	6479.69	6889.43	6205.49	5998.39	6428.63
YBL028C	YBL028C	YBL028C	841.141	996.884	590.136	1112.26	753.382	871.266	767.85	758.423	793.124
YBL029C-A	YBL029C-A	YBL029C-A	196.227	242.511	229.6	235.083	225.415	218.99	240.942	234.893	251.115
YBL029W	YBL029W	YBL029W	15.932	27.1207	19.4595	25.2333	20.8088	27.5062	21.1541	18.7241	20.2589
YBL030C	YBL030C	PET9	683.804	638.718	562.125	596.845	546.545	575.442	572.279	551.65	567.658
YBL031W	YBL031W	SHE1	24.9268	24.8413	26.2695	21.7451	24.8625	25.2758	24.0451	25.9245	27.2437
YBL032W	YBL032W	HEK2	149.629	168.421	136.161	160.926	166.216	175.601	167.511	165.896	161.941
YBL033C	YBL033C	RIB1	70.2039	69.4019	114.947	59.6271	102.667	62.1789	102.475	102.644	102.939
YBL034C	YBL034C	STU1	7.64656	6.86348	9.4016	6.7507	8.90532	7.52725	8.42142	8.91437	7.88179
YBL035C	YBL035C	POL12	23.3488	22.8985	31.1744	20.0441	30.6102	24.3114	31.375	31.0617	30.6421
YBL036C	YBL036C	YBL036C	252.227	206.195	213.273	225.651	197.738	201.489	174.051	209.118	187.722
YBL037W	YBL037W	APL3	13.4542	13.3843	16.143	12.9304	17.2795	13.5141	17.3238	17.1118	17.0201
YBL038W	YBL038W	MRPL16	98.7772	97.4771	121.148	105.442	90.3744	94.8716	100.211	102.451	87.0957
YBL039C	YBL039C	URA7	387.349	421.057	365.091	430.752	413.062	405.347	416.057	399.126	428.257
YBL039C-A	YBL039C-A	YBL039C-A	0	0	0	0	0	0	0	0	0
YBL039W-B	YBL039W-B	YBL039W-B	159.061	129.917	172.542	215.747	234.755	170.63	222.361	162.705	152.482
YBL040C	YBL040C	ERD2	243.274	246.214	269.104	250.414	252.347	247.849	255.475	274.861	252.985
YBL041W	YBL041W	PRE7	467.975	390.98	625.955	377.951	413.66	356.355	443.072	532.809	462.796
YBL042C	YBL042C	FUI1	104.645	111.657	114.264	110.523	169.037	126.523	165.114	179.249	169.434
YBL043W	YBL043W	ECM13	8.21749	19.4507	24.9789	17.9339	12.6905	17.0818	12.1107	16.2613	14.4486
YBL044W	YBL044W	YBL044W	0.289005	1.25895	0.729598	0.727191	2.48167	1.30109	2.21633	1.42793	2.26357
YBL045C	YBL045C	COR1	175.539	189.165	183.623	159.324	140.271	176.233	142.7	155.014	148.835
YBL046W	YBL046W	PSY4	38.0835	35.4897	36.5105	35.0502	33.2416	36.1503	31.7973	36.4649	33.0312
YBL047C	YBL047C	EDE1	43.7347	40.4981	46.3889	35.8934	41.5944	40.571	41.3624	41.2763	42.8772
YBL048W	YBL048W	RRT1	22.0104	22.0901	16.3428	22.2615	13.4339	15.5435	15.4452	26.1214	18.0279
YBL049W	YBL049W	MOH1	50.4819	39.0944	41.0648	36.6952	35.1604	43.1807	39.0004	36.8593	36.9029
YBL050W	YBL050W	SEC17	186.651	167.181	206.912	169.526	158.087	153.571	152.135	174.752	166.84
YBL051C	YBL051C	PIN4	76.0288	83.2887	80.2075	73.5728	89.3178	79.9902	94.5323	85.5947	98.243
YBL052C	YBL052C	SAS3	25.8793	32.3835	23.822	31.9027	30.6174	34.0738	30.0304	29.6902	28.4196
YBL053W	YBL053W	YBL053W	15.0675	19.4655	16.5537	24.9241	17.1147	20.7983	20.7962	17.7044	16.755
YBL054W	YBL054W	TOD6	109.994	112.703	118.028	110.942	141.774	114.87	144.9	126.714	138.271
YBL055C	YBL055C	YBL055C	100.721	88.2356	85.426	89.8268	85.066	89.9631	89.7494	84.4928	84.9078
YBL056W	YBL056W	PTC3	195.674	193.842	176.129	215.786	202.439	190.984	198.2	194.488	192
YBL057C	YBL057C	PTH2	235.473	229.121	223.492	222.612	197.688	208.05	208.106	192.604	211.805
YBL058W	YBL058W	SHP1	179.638	160.736	241.55	147.458	167.695	146.17	165.366	213.434	181.685
YBL059C-A	YBL059C-A	CMC2	130.369	133.817	209.482	131.025	172.505	132.815	162.799	225.817	193.166
YBL059W	YBL059W	YBL059W	37.3004	30.5693	44.5291	33.565	40.5798	37.2849	38.948	38.7333	34.9917
YBL060W	YBL060W	YEL1	24.0267	22.8916	24.4569	22.9214	24.4103	23.9182	24.1077	25.2978	23.2462
YBL061C	YBL061C	SKT5	46.3526	58.5066	48.8534	60.0686	61.5789	61.462	61.9642	57.5057	62.3923
YBL062W	YBL062W	YBL062W	0.809075	0	0	0	1.16844	0.615478	0.346575	0.333127	0.35399
YBL063W	YBL063W	KIP1	10.713	9.40659	12.309	9.71489	13.0715	10.752	12.6589	11.1028	12.9885
YBL064C	YBL064C	PRX1	94.0309	73.5154	149.686	70.2566	101.194	63.2211	101.081	116.96	106.023
YBL065W	YBL065W	YBL065W	7.4073	5.13342	8.49994	2.96516	4.33677	1.89473	4.73377	4.5748	3.51613
