target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3234	758	9.6293
YAL002W	3825	3576	662	7.60547
YAL003W	621	372	24667	2724.2
YAL005C	1929	1680	10180.9	248.968
YAL007C	648	399	1444	148.683
YAL008W	597	348	336	39.6667
YAL009W	780	531	351	27.1568
YAL010C	1482	1233	400	13.3279
YAL011W	1878	1629	581	14.6528
YAL012W	1185	936	7681	337.138
YAL013W	1218	969	852	36.1228
YAL014C	768	519	703	55.6485
YAL015C	1200	951	529	22.8529
YAL016W	1908	1659	3108	76.9662
YAL017W	4071	3822	623	6.69673
YAL018C	978	729	2	0.112711
YAL019W	3396	3147	2492	32.5325
YAL020C	1002	753	475	25.9158
YAL021C	2514	2265	2143	38.8705
YAL022C	1554	1305	1133	35.6685
YAL023C	2280	2031	7115	143.923
YAL024C	4308	4059	629	6.36645
YAL025C	921	672	3356	205.172
YAL026C	4068	3819	1610	17.3198
YAL027W	786	537	256	19.5854
YAL028W	1587	1338	94	2.88627
YAL029C	4416	4167	2627	25.9001
YAL030W	354	105	179	70.0373
YAL031C	2283	2034	649	13.1087
YAL032C	1140	891	466	21.4869
YAL033W	522	273	371	55.8312
YAL034C	1242	993	343	14.1909
YAL034W-A	870	621	223	14.753
YAL035W	3009	2760	10944	162.904
YAL036C	1110	861	3817	182.131
YAL037C-A	93	1.96996	0	0
YAL037W	804	555	75	5.5518
YAL038W	1503	1254	111025	3637.38
YAL039C	810	561	931	68.1793
YAL040C	1743	1494	1699	46.7206
YAL041W	2565	2316	1442	25.5795
YAL042W	1248	999	4504	185.225
YAL043C	2358	2109	1335	26.0058
YAL044C	513	264	1292	201.059
YAL044W-A	333	84	246	120.315
YAL046C	357	108	189	71.8958
YAL047C	1869	1620	404	10.2455
YAL048C	1989	1740	412	9.72778
YAL049C	741	492	794	66.3012
YAL051W	3144	2895	810	11.4948
YAL053W	2352	2103	2629	51.3591
YAL054C	2142	1893	287	6.22869
YAL055W	543	294	203	28.3671
YAL056W	2643	2394	1077	18.4824
YAL058W	1509	1260	738	24.0631
YAL059W	639	390	1763	185.718
YAL060W	1149	900	1410	64.3639
YAL061W	1254	1005	261	10.6694
YAL062W	1374	1125	251	9.16615
