target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3234	767	9.98775
YAL002W	3825	3576	679	7.99621
YAL003W	621	372	24495	2772.98
YAL005C	1929	1680	10411.7	260.991
YAL007C	648	399	1389	146.603
YAL008W	597	348	367	44.4119
YAL009W	780	531	350	27.7578
YAL010C	1482	1233	411	14.0375
YAL011W	1878	1629	602	15.5628
YAL012W	1185	936	7927	356.652
YAL013W	1218	969	825	35.8544
YAL014C	768	519	711	57.6918
YAL015C	1200	951	533	23.6025
YAL016W	1908	1659	3083	78.2599
YAL017W	4071	3822	630	6.94164
YAL018C	978	729	2	0.115535
YAL019W	3396	3147	2363	31.6213
YAL020C	1002	753	464	25.9499
YAL021C	2514	2265	2133	39.6584
YAL022C	1554	1305	1081	34.8841
YAL023C	2280	2031	6967	144.46
YAL024C	4308	4059	563	5.84119
YAL025C	921	672	3237	202.855
YAL026C	4068	3819	1538	16.9597
YAL027W	786	537	264	20.7034
YAL028W	1587	1338	95	2.99006
YAL029C	4416	4167	2475	25.0129
YAL030W	354	105	197	79.0113
YAL031C	2283	2034	602	12.464
YAL032C	1140	891	526	24.8611
YAL033W	522	273	381	58.7725
YAL034C	1242	993	334	14.1648
YAL034W-A	870	621	249	16.8857
YAL035W	3009	2760	11009	167.977
YAL036C	1110	861	3676	179.798
YAL037C-A	93	1.96996	0	0
YAL037W	804	555	83	6.29792
YAL038W	1503	1254	101243	3400.01
YAL039C	810	561	850	63.807
YAL040C	1743	1494	1481	41.7462
YAL041W	2565	2316	1391	25.293
YAL042W	1248	999	4522	190.624
YAL043C	2358	2109	1361	27.1765
YAL044C	513	264	1344	214.391
YAL044W-A	333	84	250	125.335
YAL046C	357	108	218	85.0051
YAL047C	1869	1620	432	11.23
YAL048C	1989	1740	378	9.1486
YAL049C	741	492	837	71.6428
YAL051W	3144	2895	912	13.2666
YAL053W	2352	2103	2596	51.9849
YAL054C	2142	1893	292	6.49598
YAL055W	543	294	198	28.3616
YAL056W	2643	2394	1080	18.9982
YAL058W	1509	1260	664	22.1927
YAL059W	639	390	1632	176.225
YAL060W	1149	900	1494	69.9069
YAL061W	1254	1005	254	10.6434
YAL062W	1374	1125	218	8.16049
YAL063C	3969	3720	462.587	5.23676
YAL063C-A	291	42.1305	0	0
YAL064C-A	381	132	11.4783	3.66196
YAL064W	285	36.3667	0	0
YAL064W-B	381	132	5.60722	1.7889
YAL065C	387	138	2.69894	0.82362
YAL067C	1782	1533	69	1.89548
YAL067W-A	228	7.24111	0	0
YAL068C	363	114	0	0
YAR002C-A	660	411	2742	280.956
YAR002W	1620	1371	1805	55.4437
YAR003W	1281	1032	672	27.4222
YAR007C	1866	1617	1473	38.3623
YAR008W	828	579	452	32.8755
YAR009C	3591	3342	9384.61	118.256
YAR010C	1323	1074	0	0
YAR014C	2130	1881	1707	38.217
YAR015W	921	672	4908	307.572
YAR018C	1308	1059	359	14.2761
YAR019C	2925	2676	409	6.43649
YAR020C	168	3.12949	0	0
YAR023C	540	291	61	8.82773
YAR027W	708	459	416	38.1674
YAR028W	705	456	247	22.811
YAR029W	225	6.80143	0	0
YAR031W	897	648	197.939	12.8638
YAR033W	705	456	192.686	17.795
YAR035C-A	81	1.87681	0	0
YAR035W	2064	1815	98	2.27385
YAR042W	3567	3318	1759	22.3255
YAR050W	4614	4365	204.794	1.97581
YAR064W	300	51.0207	3.5	2.88891
YAR066W	612	363	85.9444	9.97065
YAR068W	486	237	154.896	27.5235
YAR071W	1404	1155	800.879	29.201
YBL001C	315	66.0004	537	342.641
YBL002W	396	147	4112	1178.01
YBL003C	399	150	3193.67	896.626
YBL004W	7482	7233	3190	18.5731
YBL005W	2931	2682	1021	16.0317
YBL005W-A	1323	1074	0	0
YBL005W-B	5268	5019	3655.36	30.6708
YBL006C	543	294	686	98.2628
YBL007C	3735	3486	3335	40.2885
YBL008W	2523	2274	795	14.7227
YBL008W-A	240	9.60505	0	0
YBL009W	2031	1782	1215	28.7131
YBL010C	843	594	355	25.1683
YBL011W	2280	2031	1917	39.7488
YBL013W	1206	957	64	2.81631
YBL014C	2685	2436	1071	18.515
YBL015W	1581	1332	496	15.6816
YBL016W	1062	813	1394	72.2079
YBL017C	4740	4491	2343	21.9706
YBL018C	402	153	302	83.1242
YBL019W	1563	1314	302	9.67885
YBL020W	1725	1476	1278	36.4634
YBL021C	435	186	149	33.7354
YBL022C	3402	3153	2631	35.1406
YBL023C	2607	2358	802	14.3233
YBL024W	2055	1806	5096	118.829
YBL025W	438	189	111	24.7328
YBL026W	288	39.223	230	246.945
YBL027W	570	321	31785	4169.94
YBL028C	321	72.0001	551	322.278
YBL029C-A	285	36.3667	102	118.116
YBL029W	1131	882	287	13.7033
YBL030C	957	708	5856	348.321
YBL031W	1017	768	303	16.6147
YBL032W	1146	897	2092	98.2158
YBL033C	1038	789	1279	68.2662
YBL034C	4542	4293	519	5.09118
YBL035C	2118	1869	839	18.9045
YBL036C	774	525	1396	111.979
YBL037W	3078	2829	733	10.9115
YBL038W	699	450	530	49.5993
