target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3234	916	9.06041
YAL002W	3825	3576	702	6.2796
YAL003W	621	372	28280	2431.81
YAL005C	1929	1680	2756.79	52.4913
YAL007C	648	399	1670	133.886
YAL008W	597	348	421	38.6986
YAL009W	780	531	400	24.0967
YAL010C	1482	1233	455	11.8043
YAL011W	1878	1629	740	14.5312
YAL012W	1185	936	7217	246.645
YAL013W	1218	969	1227	40.5054
YAL014C	768	519	897	55.2863
YAL015C	1200	951	598	20.1147
YAL016W	1908	1659	3599	69.3949
YAL017W	4071	3822	645	5.39835
YAL018C	978	729	2	0.0877596
YAL019W	3396	3147	2713	27.5769
YAL020C	1002	753	487	20.6884
YAL021C	2514	2265	2222	31.3811
YAL022C	1554	1305	1219	29.8803
YAL023C	2280	2031	8573	135.025
YAL024C	4308	4059	590	4.6497
YAL025C	921	672	4458	212.209
YAL026C	4068	3819	1834	15.3618
YAL027W	786	537	298	17.7515
YAL028W	1587	1338	143	3.41879
YAL029C	4416	4167	2666	20.4658
YAL030W	354	105	255	77.6861
YAL031C	2283	2034	762	11.9838
YAL032C	1140	891	637	22.8694
YAL033W	522	273	385	45.1118
YAL034C	1242	993	385	12.4023
YAL034W-A	870	621	212	10.9204
YAL035W	3009	2760	15928	184.605
YAL036C	1110	861	3878	144.078
YAL037C-A	93	1.96996	0	0
YAL037W	804	555	145	8.35733
YAL038W	1503	1254	157921	4028.42
YAL039C	810	561	609	34.7254
YAL040C	1743	1494	1236	26.4643
YAL041W	2565	2316	1558	21.519
YAL042W	1248	999	5647	180.819
YAL043C	2358	2109	1586	24.0558
YAL044C	513	264	2489	301.587
YAL044W-A	333	84	340	129.477
YAL046C	357	108	225	66.6425
YAL047C	1869	1620	502	9.91245
YAL048C	1989	1740	474	8.71408
YAL049C	741	492	797	51.8186
YAL051W	3144	2895	908	10.033
YAL053W	2352	2103	2354	35.8063
YAL054C	2142	1893	294	4.96809
YAL055W	543	294	214	23.2841
YAL056W	2643	2394	1716	22.929
YAL058W	1509	1260	784	19.9039
YAL059W	639	390	2616	214.568
YAL060W	1149	900	1216	43.2199
YAL061W	1254	1005	279	8.88036
YAL062W	1374	1125	228.02	6.48354
YAL063C	3969	3720	525.662	4.52018
YAL063C-A	291	42.1305	1	0.759269
YAL064C-A	381	132	8.38032	2.03085
YAL064W	285	36.3667	0	0
YAL064W-B	381	132	4.89265	1.18567
YAL065C	387	138	2.11805	0.490964
YAL067C	1782	1533	33	0.688595
YAL067W-A	228	7.24111	0	0
YAL068C	363	114	0	0
YAR002C-A	660	411	3579	278.556
YAR002W	1620	1371	1937	45.1944
YAR003W	1281	1032	906	28.0828
YAR007C	1866	1617	1294	25.5986
YAR008W	828	579	482	26.6294
YAR009C	3591	3342	6146.99	58.8367
YAR010C	1323	1074	0	0
YAR014C	2130	1881	2224	37.8215
YAR015W	921	672	9694	461.452
YAR018C	1308	1059	573	17.3082
YAR019C	2925	2676	434	5.18795
YAR020C	168	3.12949	0	0
YAR023C	540	291	55	6.04591
YAR027W	708	459	526	36.6577
YAR028W	705	456	411	28.8316
YAR029W	225	6.80143	0	0
YAR031W	897	648	210.453	10.389
YAR033W	705	456	284.419	19.952
YAR035C-A	81	1.87681	0	0
YAR035W	2064	1815	79	1.39233
YAR042W	3567	3318	1604	15.4639
YAR050W	4614	4365	284.988	2.0885
YAR064W	300	51.0207	6	3.76182
YAR066W	612	363	75.7333	6.67379
YAR068W	486	237	93.8011	12.6605
YAR071W	1404	1155	696.801	19.2983
YBL001C	315	66.0004	523	253.482
YBL002W	396	147	6494	1413.15
YBL003C	399	150	5404.97	1152.64
YBL004W	7482	7233	3452	15.2667
YBL005W	2931	2682	995	11.8674
YBL005W-A	1323	1074	4.44034	0.132253
YBL005W-B	5268	5019	5243.47	33.419
YBL006C	543	294	852	92.701
YBL007C	3735	3486	3837	35.2092
YBL008W	2523	2274	769	10.8175
YBL008W-A	240	9.60505	1	3.33037
YBL009W	2031	1782	1187	21.3076
YBL010C	843	594	395	21.2717
YBL011W	2280	2031	1924	30.3031
YBL013W	1206	957	70	2.3398
YBL014C	2685	2436	1276	16.7558
YBL015W	1581	1332	585	14.049
YBL016W	1062	813	2272	89.3944
YBL017C	4740	4491	3020	21.5108
YBL018C	402	153	315	65.8584
YBL019W	1563	1314	323	7.8632
YBL020W	1725	1476	1749	37.9049
YBL021C	435	186	146	25.1092
YBL022C	3402	3153	2178	22.0966
YBL023C	2607	2358	1124	15.2481
YBL024W	2055	1806	6907	122.339
YBL025W	438	189	165	27.9264
YBL026W	288	39.223	331	269.948
YBL027W	570	321	44017.3	4386.42
YBL028C	321	72.0001	766	340.321
YBL029C-A	285	36.3667	148	130.182
YBL029W	1131	882	390	14.1445
YBL030C	957	708	7946	359.011
YBL031W	1017	768	323	13.4534
YBL032W	1146	897	2559	91.2578
YBL033C	1038	789	1001	40.5835
YBL034C	4542	4293	539	4.01625
YBL035C	2118	1869	742	12.6995
YBL036C	774	525	1800	109.674
YBL037W	3078	2829	685	7.74551
YBL038W	699	450	711	50.5416
YBL039C	1740	1491	10713	229.84
YBL039W-B	180	3.51476	0	0
YBL040C	660	411	1534	119.392
YBL041W	726	477	2876	192.869
YBL042C	1920	1671	3339	63.9193
YBL043W	774	525	154	9.38326
YBL044W	369	120	3	0.79971
YBL045C	1374	1125	3632	103.273
YBL046W	1326	1077	696	20.6722
YBL047C	4146	3897	2971	24.3873
YBL049W	417	168	72	13.7093
YBL050W	879	630	1463	74.2841
YBL051C	2007	1758	2456	44.6891
YBL052C	2496	2247	1334	18.9909
YBL054W	1578	1329	2512	60.4626
YBL055C	1257	1008	1653	52.4571
YBL056W	1407	1158	3591	99.1971
YBL057C	627	378	1468	124.23
YBL058W	1272	1023	2853	89.211
YBL059C-A	330	81	116	45.8105
YBL059W	582	333	214	20.5571
YBL060W	2064	1815	727	12.813
YBL061C	2091	1842	1931	33.534
YBL063W	3336	3087	529	5.48165
YBL064C	786	537	627	37.3496
YBL066C	3447	3198	586	5.86154
YBL067C	2244	1995	1490	23.8911
YBL068W	981	732	1503	65.6811
YBL069W	1290	1041	1231	37.8268
YBL071C-B	99	2.02205	0	0
YBL071W-A	249	12.2907	50	130.132
YBL072C	603	354	62098.4	5611.38
YBL074C	1068	819	209	8.16309
YBL075C	1950	1701	641	12.0544
YBL076C	3219	2970	19262	207.461
YBL078C	354	105	45	13.7093
YBL079W	4509	4260	2584	19.4033
YBL080C	1626	1377	290	6.73684
YBL081W	1107	858	1631.3	60.8191
YBL082C	1377	1128	1662	47.1318
YBL084C	2277	2028	740.407	11.6787
YBL085W	2943	2694	1808	21.4681
YBL086C	1401	1152	557	15.4666
YBL087C	414	165	11475.5	2224.74
YBL088C	8364	8115	745	2.9367
YBL089W	1380	1131	573	16.2063
YBL090W	534	285	496	55.671
YBL091C	1266	1017	5798	182.368
YBL091C-A	528	279	237	27.1729
YBL092W	393	144	35878	7970
YBL093C	663	414	1062	82.0572
YBL095W	813	564	438	24.842
YBL097W	2265	2016	367	5.82328
YBL098W	1383	1134	448	12.6374
YBL099W	1638	1389	8458	194.786
YBL100W-A	1317	1068	0	0
YBL100W-B	5313	5064	690.211	4.35994
YBL100W-C	120	2.24142	0	0
YBL101C	3354	3105	624	6.42858
YBL102W	648	399	1073	86.0239
YBL103C	1461	1212	782	20.6394
YBL104C	3117	2868	1024	11.4212
YBL105C	3456	3207	1931	19.2609
YBL106C	3033	2784	348	3.99855
YBL107C	591	342	377	35.2621
