target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3234	928	9.87498
YAL002W	3825	3576	724	6.96738
YAL003W	621	372	26807	2479.9
YAL005C	1929	1680	2628.78	53.8484
YAL007C	648	399	1621	139.81
YAL008W	597	348	420	41.5335
YAL009W	780	531	432	27.9974
YAL010C	1482	1233	467	13.0341
YAL011W	1878	1629	718	15.1681
YAL012W	1185	936	6329	232.695
YAL013W	1218	969	1055	37.4677
YAL014C	768	519	787	52.1838
YAL015C	1200	951	532	19.2513
YAL016W	1908	1659	3400	70.5279
YAL017W	4071	3822	635	5.71757
YAL018C	978	729	2	0.0944128
YAL019W	3396	3147	2815	30.7829
YAL020C	1002	753	489	22.3482
YAL021C	2514	2265	2121	32.2256
YAL022C	1554	1305	1188	31.3281
YAL023C	2280	2031	8355	141.568
YAL024C	4308	4059	615	5.21416
YAL025C	921	672	4262	218.259
YAL026C	4068	3819	1875	16.8958
YAL027W	786	537	301	19.2895
YAL028W	1587	1338	106	2.72633
YAL029C	4416	4167	2552	21.0759
YAL030W	354	105	208	68.1714
YAL031C	2283	2034	738	12.4863
YAL032C	1140	891	574	22.1698
YAL033W	522	273	408	51.4311
YAL034C	1242	993	385	13.3426
YAL034W-A	870	621	211	11.6928
YAL035W	3009	2760	14264	177.853
YAL036C	1110	861	3778	151.003
YAL037C-A	93	1.96996	0	0
YAL037W	804	555	153	9.48695
YAL038W	1503	1254	135499	3718.49
YAL039C	810	561	637	39.0755
YAL040C	1743	1494	1461	33.6533
YAL041W	2565	2316	1544	22.9423
YAL042W	1248	999	5264	181.334
YAL043C	2358	2109	1479	24.1335
YAL044C	513	264	2236	291.471
YAL044W-A	333	84	279	114.302
YAL046C	357	108	245	78.0675
YAL047C	1869	1620	489	10.3878
YAL048C	1989	1740	432	8.54403
YAL049C	741	492	767	53.6486
YAL051W	3144	2895	889	10.5677
YAL053W	2352	2103	2230	36.4917
YAL054C	2142	1893	319	5.7992
YAL055W	543	294	195	22.8252
YAL056W	2643	2394	1601	23.0142
YAL058W	1509	1260	718	19.6102
YAL059W	639	390	2565	226.335
YAL060W	1149	900	1308	50.0142
YAL061W	1254	1005	325	11.1287
YAL062W	1374	1125	235	7.18859
YAL063C	3969	3720	456.085	4.21921
YAL063C-A	291	42.1305	2	1.63366
YAL064C-A	381	132	10.0624	2.62336
YAL064W	285	36.3667	0	0
YAL064W-B	381	132	10.1464	2.64525
YAL065C	387	138	1.99168	0.496671
YAL067C	1782	1533	70	1.57139
YAL067W-A	228	7.24111	0	0
YAL068C	363	114	0	0
YAR002C-A	660	411	3368	282.006
YAR002W	1620	1371	1912	47.9931
YAR003W	1281	1032	931	31.0455
YAR007C	1866	1617	1351	28.7524
YAR008W	828	579	572	33.9974
YAR009C	3591	3342	7410.89	76.3119
YAR010C	1323	1074	0	0
YAR014C	2130	1881	2234	40.8717
YAR015W	921	672	9026	462.226
YAR018C	1308	1059	527	17.1255
YAR019C	2925	2676	431	5.54267
YAR020C	168	3.12949	0	0
YAR023C	540	291	76	8.9877
YAR027W	708	459	516	38.687
YAR028W	705	456	405	30.5646
YAR029W	225	6.80143	0	0
YAR031W	897	648	252.242	13.3959
YAR033W	705	456	265.723	20.0536
YAR035C-A	81	1.87681	0	0
YAR035W	2064	1815	112	2.12358
YAR042W	3567	3318	1581	16.3977
YAR050W	4614	4365	277.375	2.18681
YAR064W	300	51.0207	4.5	3.03525
YAR066W	612	363	27.5	2.60708
YAR068W	486	237	110.465	16.04
YAR071W	1404	1155	903.792	26.9287
YBL001C	315	66.0004	534	278.434
YBL002W	396	147	5200	1217.35
YBL003C	399	150	3998.75	917.406
YBL004W	7482	7233	3790	18.0322
YBL005W	2931	2682	1050	13.4728
YBL005W-A	1323	1074	7.54885e-06	2.41883e-07
YBL005W-B	5268	5019	4837.66	33.1701
YBL006C	543	294	850	99.4947
YBL007C	3735	3486	3517	34.7195
YBL008W	2523	2274	856	12.9542
YBL008W-A	240	9.60505	1	3.58285
YBL009W	2031	1782	1234	23.8306
YBL010C	843	594	434	25.1438
YBL011W	2280	2031	2051	34.7523
YBL013W	1206	957	71	2.55314
YBL014C	2685	2436	1309	18.4923
YBL015W	1581	1332	731	18.8861
YBL016W	1062	813	2385	100.955
YBL017C	4740	4491	3018	23.1262
YBL018C	402	153	316	71.0761
YBL019W	1563	1314	329	8.61646
YBL020W	1725	1476	1828	42.6205
YBL021C	435	186	169	31.2681
YBL022C	3402	3153	2250	24.5576
YBL023C	2607	2358	1189	17.3527
YBL024W	2055	1806	6626	126.259
YBL025W	438	189	148	26.9481
YBL026W	288	39.223	251	220.222
YBL027W	570	321	40609.6	4353.63
YBL028C	321	72.0001	699	334.097
YBL029C-A	285	36.3667	112	105.985
YBL029W	1131	882	387	15.0998
YBL030C	957	708	6984	339.468
YBL031W	1017	768	339	15.1903
YBL032W	1146	897	2582	99.0586
YBL033C	1038	789	892	38.906
YBL034C	4542	4293	582	4.66542
YBL035C	2118	1869	777	14.3067
YBL036C	774	525	1775	116.35
YBL037W	3078	2829	660	8.02859
YBL038W	699	450	702	53.685
YBL039C	1740	1491	10131	233.831
YBL039W-B	180	3.51476	0	0
YBL040C	660	411	1522	127.439
YBL041W	726	477	2608	188.156
YBL042C	1920	1671	3724	76.694
YBL043W	774	525	139	9.11137
YBL044W	369	120	4	1.14711
YBL045C	1374	1125	3319	101.527
YBL046W	1326	1077	706	22.5589
YBL047C	4146	3897	2866	25.3089
YBL049W	417	168	84	17.2067
YBL050W	879	630	1340	73.1969
YBL051C	2007	1758	2353	46.0608
YBL052C	2496	2247	1383	21.181
YBL054W	1578	1329	2488	64.4249
YBL055C	1257	1008	1678	57.2875
YBL056W	1407	1158	3551	105.529
YBL057C	627	378	1308	119.081
YBL058W	1272	1023	2519	84.7385
YBL059C-A	330	81	89	37.8123
YBL059W	582	333	256	26.456
YBL060W	2064	1815	763	14.4669
YBL061C	2091	1842	1972	36.8422
YBL063W	3336	3087	602	6.71101
YBL064C	786	537	530	33.9649
YBL066C	3447	3198	515	5.54188
YBL067C	2244	1995	1478	25.4953
YBL068W	981	732	1522	71.5536
YBL069W	1290	1041	1054	34.8432
YBL071C-B	99	2.02205	0	0
YBL071W-A	249	12.2907	42	117.598
YBL072C	603	354	25121	2442.09
YBL074C	1068	819	207	8.6979
YBL075C	1950	1701	556	11.2486
YBL076C	3219	2970	17954	208.033
YBL078C	354	105	28	9.17692
YBL079W	4509	4260	2769	22.3687
YBL080C	1626	1377	310	7.7474
YBL081W	1107	858	1599.46	64.1526
YBL082C	1377	1128	1498	45.7015
YBL084C	2277	2028	686.983	11.6575
YBL085W	2943	2694	1800	22.9934
YBL086C	1401	1152	542	16.191
YBL087C	414	165	11067.7	2308.34
YBL088C	8364	8115	790	3.35017
YBL089W	1380	1131	526	16.0048
YBL090W	534	285	407	49.1448
YBL091C	1266	1017	4771	161.442
YBL091C-A	528	279	199	24.5458
YBL092W	393	144	33494	8004.47
YBL093C	663	414	921	76.5575
YBL095W	813	564	396	24.1626
YBL097W	2265	2016	394	6.72564
YBL098W	1383	1134	542	16.4481
YBL099W	1638	1389	7759	192.235
YBL100W-A	1317	1068	0	0
YBL100W-B	5313	5064	655.692	4.45589
YBL100W-C	120	2.24142	0	0
YBL101C	3354	3105	560	6.20661
YBL102W	648	399	969	83.5755
YBL103C	1461	1212	692	19.6486
YBL104C	3117	2868	998	11.9751
YBL105C	3456	3207	1990	21.3542
YBL106C	3033	2784	483	5.97044
YBL107C	591	342	429	43.1677
YBL108C-A	129	2.35784	0	0
YBL111C	2004	1755	65.0689	1.27592
YBL112C	318	69.0002	16.8262	8.39197
YBL113C	2379	2130	786.54	12.7078
YBR001C	2343	2094	471	7.74056
YBR002C	861	612	1282	72.0883
YBR003W	1422	1173	1082	31.7437
YBR004C	1302	1053	872	28.4981
YBR005W	642	393	260	22.7672
YBR006W	1494	1245	345	9.53626
YBR007C	2211	1962	802	14.0671
YBR008C	1647	1398	772	19.0037
YBR009C	312	63.001	2987.66	1631.97
YBR010W	411	162	6452.64	1370.73
YBR011C	864	615	17969	1005.49
YBR012W-A	1323	1074	0	0
YBR012W-B	5271	5022	887.992	6.085
YBR013C	390	141	62	15.1322
YBR014C	612	363	759	71.9554
YBR015C	1794	1545	3774	84.0624
YBR016W	387	138	499	124.437
YBR017C	2757	2508	3589	49.2464
YBR018C	1101	852	41	1.65605
YBR019C	2100	1851	236	4.38767
YBR020W	1587	1338	234	6.0185
YBR021W	1902	1653	1064	22.1512
YBR022W	534	285	304	36.7077
YBR023C	3498	3249	2877	30.4732
YBR024W	906	657	266	13.933
YBR025C	1185	936	15535	571.168
YBR026C	1143	894	1057	40.6879
YBR028C	1578	1329	1373	35.5528
YBR029C	1374	1125	2946	90.1174
YBR030W	1659	1410	1536	37.4887
YBR031W	1089	840	58588.7	2400.29
YBR033W	2760	2511	306	4.19375
YBR034C	1047	798	6853	295.533
YBR035C	687	438	1429	112.276
YBR036C	1233	984	2728	95.4064
YBR037C	888	639	309	16.6412
YBR038W	2892	2643	1646	21.4319
YBR039W	936	687	3413	170.965
YBR040W	897	648	237	12.5864
YBR041W	2010	1761	1632	31.8925
YBR042C	1194	945	1129	41.1141
YBR043C	2070	1821	1327	25.0778
YBR044C	1719	1470	702	16.4342
YBR045C	1920	1671	58	1.19448
YBR046C	1005	756	309	14.0658
YBR047W	528	279	61	7.52409
YBR048W	471	222	16416.8	2544.87
YBR049C	2433	2184	1541	24.2817
YBR050C	1017	768	86	3.85359
YBR052C	633	384	723	64.7941
YBR053C	1077	828	517	21.4876
YBR054W	1035	786	1099	48.1175
YBR055C	2700	2451	1771	24.8659
YBR056W	1506	1257	509	13.9351
YBR056W-A	201	4.52992	0	0
YBR057C	1101	852	1096	44.2689
YBR058C	2346	2097	2354	38.631
YBR058C-A	243	10.394	16	52.9741
YBR059C	3327	3078	1346	15.0489
YBR060C	1863	1614	1031	21.9828
YBR061C	933	684	1927	96.9513
YBR062C	543	294	426	49.8644
YBR063C	1215	966	553	19.7005
YBR065C	1095	846	405	16.4745
YBR066C	663	414	378	31.421
YBR067C	633	384	8501	761.846
YBR068C	1830	1581	6298	137.088
YBR069C	1860	1611	6607	141.136
YBR070C	714	465	482	35.6716
YBR071W	636	387	709	63.0469
YBR072C-A	162	2.97107	0	0
YBR072W	645	396	123	10.689
YBR073W	2877	2628	1875	24.553
YBR074W	2931	2682	2215	28.4212
YBR076W	1065	816	35	1.47607
YBR077C	489	240	298	42.73
YBR078W	1290	1041	28643	946.882
YBR079C	2895	2646	16571	215.52
YBR080C	2277	2028	2499	42.4059
YBR081C	3999	3750	1233	11.3151
YBR082C	447	198	2598	451.546
YBR083W	1461	1212	1867	53.0115
YBR084C-A	570	321	26895.4	2883.38
YBR084W	2928	2679	7791	100.08
YBR085C-A	258	16.1332	64	136.517
YBR085W	924	675	153	7.80038
YBR086C	2841	2592	3907	51.8724
YBR087W	1065	816	1415	59.6753
YBR088C	777	528	2772	180.671
YBR089C-A	300	51.0207	516	348.042
YBR090C	369	120	210	60.2235
YBR091C	330	81	172	73.0755
YBR092C	1404	1155	9583.43	285.54
YBR093C	1404	1155	2238.13	66.6855
YBR094W	2262	2013	1111	18.9932
YBR095C	1293	1044	813	26.799
YBR096W	693	444	1070	82.9333
YBR097W	4365	4116	423	3.53666
YBR098W	2076	1827	375	7.06352
YBR101C	873	624	1272	70.1505
YBR102C	2262	2013	986	16.8563
YBR103W	1608	1359	825	20.8912
YBR104W	990	741	1630	75.7003
YBR105C	1089	840	696	28.514
YBR106W	567	318	8276	895.615
YBR107C	738	489	254	17.8753
YBR108W	2844	2595	407	5.39741
YBR109C	444	195	2819	497.495
YBR110W	1350	1101	1154	36.07
YBR111C	696	447	1359	104.626
YBR111W-A	291	42.1305	180	147.029
YBR112C	2901	2652	2201.37	28.5659
YBR114W	2373	2124	685	11.0985
YBR115C	4179	3930	3137	27.4695
YBR117C	2046	1797	346	6.62607
YBR118W	1377	1128	235571	7186.9
YBR119W	897	648	599	31.8112
YBR120C	489	240	182	26.0969
YBR121C	2004	1755	19926	390.725
YBR122C	534	285	637	76.9171
YBR123C	1950	1701	757	15.3151
YBR125C	1182	933	767	28.2906
YBR126C	1488	1239	1584	43.9959
YBR126W-A	207	4.94562	0	0
YBR127C	1554	1305	12842	338.649
YBR128C	1035	786	113	4.94748
YBR129C	987	738	532	24.8075
YBR130C	1278	1029	1441	48.1922
YBR131W	2115	1866	500	9.22118
YBR132C	1791	1542	146	3.25834
YBR133C	2484	2235	1481	22.8037
YBR135W	453	204	559	94.2996
YBR136W	7107	6858	452	2.26814
YBR137W	540	291	440	52.0341
YBR138C	1575	1326	335	8.6942
YBR139W	1527	1278	431	11.6058
YBR140C	9279	9030	1278	4.87047
YBR141C	1014	765	616	27.7107
YBR142W	2322	2073	4211	69.9059
YBR143C	1314	1065	13317	430.314
YBR145W	1056	807	654	27.889
YBR146W	837	588	975	57.0631
YBR147W	891	642	38	2.03693
YBR148W	1830	1581	70	1.52368
YBR149W	1035	786	1749	76.5765
YBR150C	3285	3036	386.368	4.37954
YBR151W	951	702	1327	65.0522
YBR152W	876	627	305	16.7402
YBR153W	735	486	551	39.0161
YBR154C	648	399	3124	269.443
YBR155W	1158	909	2703	102.332
YBR156C	2097	1848	590	10.987
YBR157C	768	519	432	28.6447
YBR158W	1650	1401	6725	165.189
YBR159W	1044	795	2973	128.693
YBR160W	897	648	1065	56.5591
YBR161W	1131	882	422	16.4654
YBR162C	1368	1119	18380	565.254
YBR162W-A	198	4.34781	0	0
YBR163W	1758	1509	1149	26.2035
YBR164C	552	303	1166	132.429
YBR165W	834	585	375	22.0599
YBR166C	1359	1110	1837	56.9527
YBR167C	423	174	198	39.1601
YBR168W	1242	993	377	13.0653
YBR169C	2082	1833	351	6.58981
YBR170C	1743	1494	906	20.8692
YBR171W	621	372	1668	154.305
