target_id	length	eff_length	est_counts	tpm
YAL001C	3483	3234	771	11.9236
YAL002W	3825	3576	672	9.39865
YAL003W	621	372	17894	2405.79
YAL005C	1929	1680	13172	392.135
YAL007C	648	399	1326	166.213
YAL008W	597	348	404	58.0625
YAL009W	780	531	494	46.5292
YAL010C	1482	1233	430	17.4421
YAL011W	1878	1629	492	15.1056
YAL012W	1185	936	8286	442.754
YAL013W	1218	969	879	45.3689
YAL014C	768	519	694	66.8784
YAL015C	1200	951	670	35.2361
YAL016W	1908	1659	3336	100.571
YAL017W	4071	3822	772	10.1023
YAL018C	978	729	6	0.41164
YAL019W	3396	3147	2164	34.3917
YAL020C	1002	753	422	28.0292
YAL021C	2514	2265	1658	36.6109
YAL022C	1554	1305	1104	42.3109
YAL023C	2280	2031	5886	144.945
YAL024C	4308	4059	631	7.77506
YAL025C	921	672	2755	205.043
YAL026C	4068	3819	1418	18.5704
YAL027W	786	537	291	27.1027
YAL028W	1587	1338	95	3.55108
YAL029C	4416	4167	2407	28.8899
YAL030W	354	105	217	103.363
YAL031C	2283	2034	597	14.6797
YAL032C	1140	891	501	28.1225
YAL033W	522	273	328	60.0904
YAL034C	1242	993	302	15.2108
YAL034W-A	870	621	206	16.5909
YAL035W	3009	2760	9803	177.641
YAL036C	1110	861	3175	184.431
YAL037C-A	93	1.96996	0	0
YAL037W	804	555	105	9.46215
YAL038W	1503	1254	25265	1007.66
YAL039C	810	561	886	78.9886
YAL040C	1743	1494	755	25.2749
YAL041W	2565	2316	1331	28.7431
YAL042W	1248	999	4650	232.799
YAL043C	2358	2109	1299	30.8053
YAL044C	513	264	1047	198.352
YAL044W-A	333	84	439	261.384
YAL046C	357	108	216	100.028
YAL047C	1869	1620	438	13.5224
YAL048C	1989	1740	426	12.2449
YAL049C	741	492	940	95.5556
YAL051W	3144	2895	812	14.0282
YAL053W	2352	2103	2984	70.9665
YAL054C	2142	1893	301	7.95261
YAL055W	543	294	239	40.6578
YAL056W	2643	2394	1080	22.5628
YAL058W	1509	1260	704	27.9445
YAL059W	639	390	1455	186.592
YAL060W	1149	900	833	46.2909
YAL061W	1254	1005	292	14.5315
YAL062W	1374	1125	201	8.93588
YAL063C	3969	3720	650.246	8.74235
YAL063C-A	291	42.1305	2	2.37425
YAL064C-A	381	132	19.091	7.23349
YAL064W	285	36.3667	0	0
YAL064W-B	381	132	15.8313	5.9984
YAL065C	387	138	2.15177	0.77985
YAL067C	1782	1533	65	2.12063
YAL067W-A	228	7.24111	0	0
YAL068C	363	114	0	0
YAR002C-A	660	411	2534	308.36
YAR002W	1620	1371	1594	58.1493
YAR003W	1281	1032	563	27.2849
YAR007C	1866	1617	1542	47.6945
YAR008W	828	579	517	44.6586
YAR009C	3591	3342	3298.78	49.3674
YAR010C	1323	1074	0	0
YAR014C	2130	1881	1633	43.4201
YAR015W	921	672	7379	549.189
YAR018C	1308	1059	496	23.425
YAR019C	2925	2676	405	7.56942
YAR020C	168	3.12949	0	0
YAR023C	540	291	86	14.7808
YAR027W	708	459	486	52.9562
YAR028W	705	456	336	36.8526
YAR029W	225	6.80143	0	0
YAR031W	897	648	225.363	17.3941
YAR033W	705	456	211.033	23.1462
YAR035C-A	81	1.87681	0	0
YAR035W	2064	1815	85	2.34226
YAR042W	3567	3318	1979	29.8307
YAR050W	4614	4365	254.051	2.91092
YAR064W	300	51.0207	10	9.80274
YAR066W	612	363	81.8462	11.2768
YAR068W	486	237	88.3505	18.6447
YAR071W	1404	1155	216.339	9.36801
YBL001C	315	66.0004	668	506.201
YBL002W	396	147	1530	520.556
YBL003C	399	150	639.13	213.104
YBL004W	7482	7233	2972	20.5506
YBL005W	2931	2682	913	17.0257
YBL005W-A	1323	1074	2.83246e-06	1.31903e-07
YBL005W-B	5268	5019	4268.01	42.5306
YBL006C	543	294	643	109.385
YBL007C	3735	3486	3451	49.5121
YBL008W	2523	2274	742	16.3195
YBL008W-A	240	9.60505	0	0
YBL009W	2031	1782	1179	33.0902
YBL010C	843	594	347	29.2171
YBL011W	2280	2031	1408	34.6726
YBL013W	1206	957	55	2.87438
YBL014C	2685	2436	1077	22.1122
YBL015W	1581	1332	543	20.3887
YBL016W	1062	813	645	39.6792
YBL017C	4740	4491	1995	22.2174
YBL018C	402	153	241	78.7806
YBL019W	1563	1314	305	11.6091
YBL020W	1725	1476	1012	34.2916
YBL021C	435	186	167	44.9052
YBL022C	3402	3153	3013	47.7935
YBL023C	2607	2358	713	15.123
YBL024W	2055	1806	3733	103.379
YBL025W	438	189	137	36.2537
YBL026W	288	39.223	241	307.305
YBL027W	570	321	26256.5	4090.96
YBL028C	321	72.0001	372	258.407
YBL029C-A	285	36.3667	97	133.402
YBL029W	1131	882	295	16.7281
YBL030C	957	708	6064	428.37
YBL031W	1017	768	295	19.2112
YBL032W	1146	897	1817	101.311
YBL033C	1038	789	1439	91.2173
YBL034C	4542	4293	658	7.66582
YBL035C	2118	1869	896	23.9769
YBL036C	774	525	1576	150.138
YBL037W	3078	2829	706	12.4815
YBL038W	699	450	749	83.2459
YBL039C	1740	1491	8036	269.56
YBL039W-B	180	3.51476	0	0
YBL040C	660	411	1444	175.719
YBL041W	726	477	3946	413.745
YBL042C	1920	1671	2943	88.0861
YBL043W	774	525	181	17.243
YBL044W	369	120	1	0.416785
YBL045C	1374	1125	3079	136.883
YBL046W	1326	1077	606	28.1417
YBL047C	4146	3897	2933	37.6422
YBL049W	417	168	57	16.9691
YBL050W	879	630	1558	123.686
YBL051C	2007	1758	2022	57.5249
YBL052C	2496	2247	866	19.2756
YBL054W	1578	1329	2294	86.3301
YBL055C	1257	1008	1360	67.4795
YBL056W	1407	1158	2936	126.806
YBL057C	627	378	1182	156.394
YBL058W	1272	1023	3614	176.688
YBL059C-A	330	81	140	86.4443
YBL059W	582	333	275	41.303
YBL060W	2064	1815	680	18.7381
YBL061C	2091	1842	1398	37.9587
YBL063W	3336	3087	596	9.65613
YBL064C	786	537	1053	98.0726
YBL066C	3447	3198	523	8.17931
YBL067C	2244	1995	1170	29.3317
YBL068W	981	732	1164	79.5308
YBL069W	1290	1041	781	37.5227
YBL071C-B	99	2.02205	0	0
YBL071W-A	249	12.2907	46	187.186
YBL072C	603	354	21427.3	3027.32
YBL074C	1068	819	237	14.473
YBL075C	1950	1701	610	17.9357
YBL076C	3219	2970	10882	183.251
YBL078C	354	105	64	30.4849
YBL079W	4509	4260	2035	23.8918
YBL080C	1626	1377	333	12.0949
YBL081W	1107	858	1188.41	69.2742
YBL082C	1377	1128	1421	63.0055
YBL084C	2277	2028	654.337	16.1372
YBL085W	2943	2694	1668	30.9665
YBL086C	1401	1152	538	23.3573
YBL087C	414	165	6824.74	2068.69
YBL088C	8364	8115	836	5.15242
YBL089W	1380	1131	519	22.9508
YBL090W	534	285	482	84.5855
YBL091C	1266	1017	4472	219.925
YBL091C-A	528	279	224	40.1548
YBL092W	393	144	19438	6751.23
YBL093C	663	414	706	85.29
YBL095W	813	564	405	35.9145
YBL097W	2265	2016	266	6.5991
YBL098W	1383	1134	307	13.54
YBL099W	1638	1389	4981	179.353
YBL100W-A	1317	1068	0	0
YBL100W-B	5313	5064	509.884	5.03583
YBL100W-C	120	2.24142	0	0
YBL101C	3354	3105	599	9.64848
YBL102W	648	399	736	92.2568
YBL103C	1461	1212	530	21.8709
YBL104C	3117	2868	762	13.2883
YBL105C	3456	3207	1449	22.5976
YBL106C	3033	2784	399	7.16799
YBL107C	591	342	485	70.9266
YBL108C-A	129	2.35784	0	0
YBL111C	2004	1755	1.95529	0.0557221
YBL112C	318	69.0002	18.453	13.3755
YBL113C	2379	2130	598.747	14.0591
YBR001C	2343	2094	355	8.47901
YBR002C	861	612	862	70.4449
YBR003W	1422	1173	975	41.5719
YBR004C	1302	1053	874	41.5123
YBR005W	642	393	281	35.7608
YBR006W	1494	1245	468	18.8005
YBR007C	2211	1962	583	14.8615
YBR008C	1647	1398	1120	40.0686
YBR009C	312	63.001	3201.67	2541.69
YBR010W	411	162	5885.74	1817.1
YBR011C	864	615	11834	962.388
YBR012W-A	1323	1074	22.1273	1.03043
YBR012W-B	5271	5022	994.725	9.90649
YBR013C	390	141	103	36.5352
YBR014C	612	363	734	101.131
YBR015C	1794	1545	2438	78.9221
YBR016W	387	138	488	176.862
YBR017C	2757	2508	2780	55.4384
YBR018C	1101	852	51	2.99381
YBR019C	2100	1851	200	5.40402
YBR020W	1587	1338	177	6.61623
YBR021W	1902	1653	526	15.915
YBR022W	534	285	207	36.3261
YBR023C	3498	3249	2143	32.9888
YBR024W	906	657	253	19.2597
YBR025C	1185	936	6801	363.405
YBR026C	1143	894	1219	68.1961
YBR028C	1578	1329	764	28.7516
YBR029C	1374	1125	2184	97.0943
YBR030W	1659	1410	963	34.1587
YBR031W	1089	840	38102.9	2268.68
YBR033W	2760	2511	310	6.1746
YBR034C	1047	798	5267	330.106
YBR035C	687	438	1401	159.977
YBR036C	1233	984	2324	118.123
YBR037C	888	639	394	30.8382
YBR038W	2892	2643	1535	29.0472
YBR039W	936	687	3181	231.58
YBR040W	897	648	0	0
YBR041W	2010	1761	1373	38.9946
YBR042C	1194	945	1015	53.719
YBR043C	2070	1821	1226	33.6724
YBR044C	1719	1470	597	20.3119
YBR045C	1920	1671	69	2.06522
YBR046C	1005	756	447	29.5719
YBR047W	528	279	82	14.6995
YBR048W	471	222	10182.4	2293.98
YBR049C	2433	2184	1242	28.4422
YBR050C	1017	768	61	3.97248
YBR052C	633	384	1114	145.093
YBR053C	1077	828	972	58.7124
YBR054W	1035	786	172	10.9446
YBR055C	2700	2451	1115	22.7523
YBR056W	1506	1257	771	30.677
YBR056W-A	201	4.52992	0	0
YBR057C	1101	852	514	30.1729
YBR058C	2346	2097	1964	46.8421
YBR058C-A	243	10.394	28	134.731
YBR059C	3327	3078	1163	18.8975
YBR060C	1863	1614	865	26.8044
YBR061C	933	684	1372	100.321
YBR062C	543	294	544	92.5433
YBR063C	1215	966	362	18.7424
YBR065C	1095	846	356	21.0462
YBR066C	663	414	202	24.4031
YBR067C	633	384	4066	529.578
YBR068C	1830	1581	3575	113.094
YBR069C	1860	1611	7219	224.117
YBR070C	714	465	652	70.1275
YBR071W	636	387	1039	134.276
YBR072C-A	162	2.97107	0	0
YBR072W	645	396	80	10.1039
YBR073W	2877	2628	1832	34.8653
YBR074W	2931	2682	1701	31.7204
YBR076W	1065	816	46	2.81943
